Cruise;Station;Depths;Flux de POC net [mg C m-2 d-1] avec PIPS;Flux de DOC net [mg C m-2 d-1];Production Non sinking [pmol Leu m-2 d-1];Production sinking [pmol Leu m-2 d-1];Respiration sinking [mg C m-2 d-1];Respiration zoo [mg C m-2 d-1]
DY032;PAP;NA;116.89;3.00;1.60E+07;1.02E+06;19.17;17.15
